Season,League,Team,Date,Player,#,Nation,Pos,Age,Min,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2020-2021,Bundesliga,Köln,2021-02-27,Elvis Rexhbeçaj,20,de GER,CM,23-118,70,0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,
2020-2021,Bundesliga,Köln,2021-02-27,Dominick Drexler,24,de GER,CM,30-277,20,0,0,0,1,0,1,2,1,2,0,0,0,0,0,0,
2020-2021,Bundesliga,Köln,2021-02-27,Salih Özcan,21,de GER,CM,23-047,90,0,0,0,3,3,0,0,2,3,0,0,0,11,0,1,0.0
2020-2021,Bundesliga,Köln,2021-02-27,Ellyes Skhiri,28,tn TUN,DM,25-293,90,0,0,0,3,0,0,0,5,5,0,0,0,10,1,1,50.0
2020-2021,Bundesliga,Köln,2021-02-27,Ismail Jakobs,8,de GER,WB,21-194,84,0,0,0,0,1,0,2,1,2,0,0,0,7,0,1,0.0
2020-2021,Bundesliga,Köln,2021-02-27,Noah Katterbach,3,de GER,WB,19-320,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Köln,2021-02-27,Marius Wolf,31,de GER,WB,25-276,90,0,0,0,0,1,0,1,1,1,0,0,0,9,0,1,0.0
2020-2021,Bundesliga,Köln,2021-02-27,Rafael Czichos,5,de GER,CB,30-289,45,1,0,0,1,0,0,0,4,5,0,0,0,3,0,2,0.0
2020-2021,Bundesliga,Köln,2021-02-27,Jannes Horn,23,de GER,CB,24-021,45,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,
2020-2021,Bundesliga,Köln,2021-02-27,Jorge Meré,22,es ESP,CB,23-316,90,0,0,0,0,0,0,0,3,1,0,0,0,7,2,1,66.7
2020-2021,Bundesliga,Köln,2021-02-27,Sava Cestic,26,de GER,CB,20-008,90,0,0,0,3,1,0,0,2,3,0,0,0,3,1,1,50.0
2020-2021,Bundesliga,Köln,2021-02-27,Timo Horn,1,de GER,GK,27-291,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Wout Weghorst,9,nl NED,FW,28-204,85,0,0,0,1,0,1,0,0,0,0,0,0,2,4,3,57.1
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Bartosz Bialek,21,pl POL,FW,19-108,5,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,33.3
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Renato Steffen,8,ch SUI,LW,29-116,85,0,0,0,1,2,0,1,0,4,0,0,0,3,0,2,0.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,João Victor Santos Sá,40,br BRA,LW,26-337,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Ridle Baku,20,de GER,RW,22-325,90,0,0,0,0,1,0,2,0,1,0,0,0,7,0,3,0.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Yannick Gerhardt,31,de GER,AM,26-351,90,0,0,0,1,5,2,1,0,1,0,0,0,11,0,3,0.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Maximilian Arnold,27,de GER,DM,26-276,89,0,0,0,1,3,0,2,0,2,0,0,0,14,2,0,100.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Admir Mehmedi,14,ch SUI,DM,29-348,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Xaver Schlager,24,at AUT,DM,23-152,89,0,0,0,4,0,0,1,0,1,0,0,0,19,1,2,33.3
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Maximilian Philipp,17,de GER,DM,26-363,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Paulo Otávio,6,br BRA,LB,26-096,90,1,0,0,1,2,0,3,2,1,0,0,0,9,1,1,50.0
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Marin Pongračić,34,hr CRO,CB,23-169,89,2,1,1,4,0,0,0,0,0,0,0,0,10,5,2,71.4
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Maxence Lacroix,4,fr FRA,CB,20-327,90,0,0,0,1,0,0,0,0,0,0,0,0,14,5,1,83.3
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Kevin Mbabu,19,ch SUI,RB,25-314,76,1,0,0,2,0,0,3,1,1,0,0,0,9,1,2,33.3
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Josuha Guilavogui,23,fr FRA,RB,30-161,14,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2,33.3
2020-2021,Bundesliga,Wolfsburg,2021-02-27,Koen Casteels,1,be BEL,GK,28-247,90,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Nemanja Radonjić,24,rs SRB,FW,25-012,45,0,0,0,1,0,0,1,0,0,0,0,0,4,1,1,50.0
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Jhon Córdoba,15,co COL,FW,27-292,45,0,0,0,2,3,2,0,1,0,0,0,0,0,0,5,0.0
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Matheus Cunha,10,br BRA,FW,21-276,45,0,0,0,0,2,0,1,1,0,0,0,0,2,1,1,50.0
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Krzysztof Piątek,9,pl POL,FW,25-241,45,0,0,0,0,3,0,1,1,0,0,0,0,2,2,3,40.0
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Vladimír Darida,6,cz CZE,AM,30-203,73,0,0,0,1,1,0,4,2,2,0,0,0,8,2,1,66.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Dodi Lukebakio,11,be BEL,"AM,RM",23-156,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Sami Khedira,28,de GER,DM,33-329,53,0,0,0,1,0,0,0,1,0,0,0,0,5,1,2,33.3
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Mattéo Guendouzi,8,fr FRA,DM,21-319,37,0,0,0,2,3,0,0,1,2,0,0,0,4,0,0,
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Lucas Tousart,29,fr FRA,DM,23-304,90,0,0,0,3,0,0,0,1,1,0,0,0,10,6,1,85.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Maximilian Mittelstädt,17,de GER,"WB,LB",23-346,90,0,0,0,0,4,0,4,6,2,0,0,0,10,2,1,66.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Deyovaisio Zeefuik,42,nl NED,WB,22-353,73,0,0,0,2,0,0,1,0,1,0,0,0,6,1,2,33.3
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Luca Netz,32,de GER,"WB,LM",17-288,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Márton Dárdai,31,de GER,CB,19-015,90,0,0,0,2,0,0,1,4,1,0,0,0,9,4,2,66.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Niklas Stark,5,de GER,CB,25-319,90,0,0,0,1,1,0,0,4,2,0,0,0,13,2,1,66.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Lukas Klünter,13,de GER,"CB,RB",24-277,90,0,0,0,1,0,0,0,3,0,0,0,1,8,2,1,66.7
2020-2021,Bundesliga,Hertha BSC,2021-02-27,Rune Jarstein,22,no NOR,GK,36-151,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Erling Haaland,9,no NOR,FW,20-221,90,0,0,0,2,1,1,1,0,0,0,0,0,4,0,2,0.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Jadon Sancho,7,eng ENG,LM,20-339,90,0,0,0,0,3,0,4,0,0,0,0,0,14,0,1,0.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Jude Bellingham,22,eng ENG,CM,17-243,90,0,0,0,0,6,0,1,1,1,0,0,0,10,2,2,50.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Marco Reus,11,de GER,CM,31-272,79,0,0,0,3,1,1,1,0,0,1,0,0,5,1,0,100.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Reinier,20,br BRA,CM,19-039,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Gio Reyna,32,us USA,RM,18-106,69,0,0,0,2,0,0,1,0,1,0,0,0,4,1,2,33.3
2020-2021,Bundesliga,Dortmund,2021-02-27,Thorgan Hazard,10,be BEL,RM,27-335,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Mahmoud Dahoud,8,de GER,DM,25-057,84,0,0,0,3,2,0,0,2,3,0,0,0,16,2,3,40.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Julian Brandt,19,de GER,DM,24-301,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Raphaël Guerreiro,13,pt POR,LB,27-067,90,0,0,0,1,1,0,1,0,1,0,0,0,9,1,1,50.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Mats Hummels,15,de GER,CB,32-073,84,0,0,0,0,1,0,0,0,1,0,0,0,12,5,1,83.3
2020-2021,Bundesliga,Dortmund,2021-02-27,Dan-Axel Zagadou,5,fr FRA,CB,21-269,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Emre Can,23,de GER,CB,27-046,90,0,0,0,2,2,0,1,0,0,0,0,0,11,4,1,80.0
2020-2021,Bundesliga,Dortmund,2021-02-27,Mateu Morey,2,es ESP,RB,20-362,79,0,0,0,1,1,0,1,2,1,0,0,0,4,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Thomas Meunier,24,be BEL,RB,29-168,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Dortmund,2021-02-27,Marwin Hitz,35,ch SUI,GK,33-162,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Sergio Córdova,18,ve VEN,FW,23-202,61,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,50.0
2020-2021,Bundesliga,Arminia,2021-02-27,Sven Schipplock,36,de GER,FW,32-111,29,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Fabian Klos,9,de GER,FW,33-087,61,0,0,0,1,1,0,0,0,1,0,0,0,4,1,5,16.7
2020-2021,Bundesliga,Arminia,2021-02-27,Michel Vlap,28,nl NED,FW,23-270,29,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0.0
2020-2021,Bundesliga,Arminia,2021-02-27,Andreas Voglsammer,21,de GER,LM,29-049,61,0,0,0,0,1,0,1,0,1,0,0,0,4,1,0,100.0
2020-2021,Bundesliga,Arminia,2021-02-27,Christian Gebauer,7,at AUT,"RM,LM",27-069,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Fabian Kunze,16,de GER,CM,22-258,74,1,0,0,7,3,0,0,3,1,0,0,0,5,2,0,100.0
2020-2021,Bundesliga,Arminia,2021-02-27,Nils Seufert,20,de GER,CM,24-024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Manuel Prietl,19,at AUT,CM,29-208,90,1,0,0,2,1,0,0,2,7,0,0,0,7,1,3,25.0
2020-2021,Bundesliga,Arminia,2021-02-27,Ritsu Doan,8,jp JPN,RM,22-256,74,0,0,0,2,2,0,0,2,0,0,0,0,3,0,2,0.0
2020-2021,Bundesliga,Arminia,2021-02-27,Masaya Okugawa,11,jp JPN,"LM,RM",24-319,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Jacob Barrett Laursen,5,dk DEN,LB,26-102,90,0,0,0,0,2,0,0,1,1,0,0,0,9,0,0,
2020-2021,Bundesliga,Arminia,2021-02-27,Joakim Nilsson,4,se SWE,CB,27-021,90,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,50.0
2020-2021,Bundesliga,Arminia,2021-02-27,Amos Pieper,2,de GER,CB,23-041,90,1,0,0,2,2,0,0,0,1,0,1,0,4,3,1,75.0
2020-2021,Bundesliga,Arminia,2021-02-27,Cédric Brunner,27,ch SUI,RB,27-010,90,0,0,0,3,0,1,0,3,1,0,0,0,11,1,0,100.0
2020-2021,Bundesliga,Arminia,2021-02-27,Stefan Ortega,1,de GER,GK,28-113,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Sasa Kalajdzic,9,at AUT,FW,23-235,85,0,0,0,0,4,0,0,0,0,0,0,0,4,6,8,42.9
2020-2021,Bundesliga,Stuttgart,2021-02-27,Hamadi Al Ghaddioui,18,ma MAR,FW,30-158,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Gonzalo Castro,8,de GER,LW,33-261,62,1,0,0,2,1,0,3,0,0,0,0,0,10,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Philipp Klement,21,de GER,"LW,AM",28-171,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Philipp Förster,20,de GER,RW,26-023,61,0,0,0,1,0,0,2,2,1,0,0,0,2,1,1,50.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Daniel Didavi,10,de GER,"RW,LW",31-006,29,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Orel Mangala,23,be BEL,DM,22-346,90,0,0,0,2,2,0,0,1,0,0,0,0,5,0,1,0.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Wataru Endo,3,jp JPN,DM,28-018,90,1,0,0,4,0,0,0,0,0,0,0,0,9,1,0,100.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Borna Sosa,24,hr CRO,"WB,LB",23-037,90,0,0,0,1,1,0,7,2,1,0,0,0,12,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Silas Wamangituka,14,cd COD,"WB,RW",21-144,85,0,0,0,1,4,0,2,1,2,0,0,0,9,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Tanguy Coulibaly,7,fr FRA,RW,20-009,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Marc-Oliver Kempf,4,de GER,CB,26-030,75,0,0,0,1,3,0,1,5,1,0,1,0,5,3,1,75.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Pascal Stenzel,15,de GER,"RB,CB",24-344,15,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,
2020-2021,Bundesliga,Stuttgart,2021-02-27,Waldemar Anton,2,de GER,CB,24-222,90,0,0,0,0,2,0,0,0,1,0,0,0,9,4,1,80.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Konstantinos Mavropanos,5,gr GRE,CB,23-078,90,0,0,0,1,0,0,0,3,0,0,0,0,9,2,0,100.0
2020-2021,Bundesliga,Stuttgart,2021-02-27,Gregor Kobel,1,ch SUI,GK,23-083,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Matthew Hoppe,43,us USA,FW,19-351,73,0,0,0,1,2,0,0,0,1,0,0,0,3,0,4,0.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Benito Raman,9,be BEL,FW,26-112,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Amine Harit,25,ma MAR,LW,23-254,90,0,0,0,0,8,1,0,0,1,1,0,0,3,0,1,0.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,William,13,br BRA,RW,25-330,56,0,0,0,1,1,0,1,0,0,0,0,0,2,1,3,25.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Alessandro Schöpf,28,at AUT,RW,27-020,34,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Suat Serdar,8,de GER,AM,23-322,90,0,0,0,2,4,0,0,1,1,0,0,0,5,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Omar Mascarell,6,es ESP,DM,28-025,55,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,100.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Nabil Bentaleb,10,dz ALG,DM,26-095,35,1,0,0,2,1,0,1,0,0,0,0,0,4,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Benjamin Stambouli,17,fr FRA,DM,30-198,83,0,0,0,0,1,0,0,5,4,0,0,0,16,3,1,75.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Bastian Oczipka,24,de GER,DM,32-046,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Schalke 04,2021-02-27,Sead Kolašinac,20,ba BIH,LB,27-252,90,0,0,0,2,0,0,2,3,0,0,0,0,12,0,2,0.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Malick Thiaw,33,de GER,CB,19-203,90,1,0,0,5,0,0,0,2,0,0,0,0,6,4,2,66.7
2020-2021,Bundesliga,Schalke 04,2021-02-27,Shkodran Mustafi,30,de GER,CB,28-316,90,0,0,0,1,0,0,0,0,1,0,0,0,8,1,3,25.0
2020-2021,Bundesliga,Schalke 04,2021-02-27,Timo Becker,31,de GER,RB,23-339,90,1,0,0,3,0,0,3,0,0,0,0,0,7,2,1,66.7
2020-2021,Bundesliga,Schalke 04,2021-02-27,Michael Langer,34,at AUT,GK,36-052,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Yussuf Poulsen,9,dk DEN,FW,26-257,90,0,0,0,0,2,1,2,0,0,0,0,0,6,3,2,60.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Christopher Nkunku,18,fr FRA,"DM,LW,RW",23-105,89,0,0,0,3,3,0,4,1,0,0,0,0,6,3,3,50.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Lukas Klostermann,16,de GER,DM,24-270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Justin Kluivert,21,nl NED,"RW,LW",21-298,75,0,0,0,1,3,1,5,1,0,0,0,0,7,0,3,0.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Emil Forsberg,10,se SWE,RW,29-127,15,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Dani Olmo,25,es ESP,AM,22-296,90,0,0,0,0,4,0,1,1,4,0,0,0,14,1,3,25.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Tyler Adams,14,us USA,DM,22-013,90,0,0,0,3,2,1,1,2,2,0,0,0,20,4,2,66.7
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Marcel Sabitzer,7,at AUT,DM,26-347,45,1,0,0,3,0,0,0,0,2,0,0,0,9,1,0,100.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Alexander Sørloth,19,no NOR,"LW,DM",25-084,45,0,0,0,2,0,0,5,0,0,0,0,0,3,2,1,66.7
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Marcel Halstenberg,23,de GER,LB,29-153,90,0,0,0,1,0,1,6,0,2,0,0,0,16,1,1,50.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Willi Orban,4,hu HUN,CB,28-116,90,0,0,0,0,2,0,0,3,2,0,0,0,15,9,0,100.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Dayot Upamecano,5,fr FRA,CB,22-123,90,1,0,0,3,0,0,0,2,3,0,1,0,10,8,2,80.0
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Nordi Mukiele,22,fr FRA,RB,23-118,90,0,0,0,4,2,0,2,5,1,0,0,0,14,6,1,85.7
2020-2021,Bundesliga,RB Leipzig,2021-02-27,Péter Gulácsi,1,hu HUN,GK,30-297,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Marcus Thuram,10,fr FRA,FW,23-205,61,0,0,0,3,4,1,0,0,0,0,0,0,1,2,8,20.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Christoph Kramer,6,de GER,"CM,FW",30-008,29,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Breel Embolo,36,ch SUI,FW,24-013,90,0,0,0,2,2,0,0,1,0,1,0,0,10,3,14,17.6
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Hannes Wolf,11,at AUT,"CM,LM",21-317,90,0,0,0,4,2,0,0,2,2,0,0,0,18,1,2,33.3
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Jonas Hofmann,23,de GER,CM,28-228,60,0,0,0,1,3,0,0,3,0,0,0,0,11,0,1,0.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Florian Neuhaus,32,de GER,CM,23-348,30,0,0,0,2,1,0,0,0,0,0,0,0,5,1,0,100.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Denis Zakaria,8,ch SUI,"DM,CM",24-099,79,0,0,0,1,0,0,0,2,1,0,0,0,9,0,2,0.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Lars Stindl,13,de GER,CM,32-185,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Oscar Wendt,17,se SWE,"WB,LB",35-126,79,0,0,0,1,2,0,0,1,0,0,0,0,7,2,0,100.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Alassane Pléa,14,fr FRA,"RM,LB",27-354,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Valentino Lazaro,19,at AUT,"WB,RM,LB",24-340,90,0,0,0,0,4,0,1,2,1,0,0,0,4,1,3,25.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Nico Elvedi,30,ch SUI,CB,24-150,61,1,0,0,2,0,0,0,1,0,0,0,0,5,1,0,100.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Ramy Bensebaini,25,dz ALG,CB,25-317,29,0,0,0,1,0,0,0,2,0,0,0,0,2,2,0,100.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Matthias Ginter,28,de GER,CB,27-039,90,0,0,0,1,1,0,0,4,0,0,0,0,6,1,3,25.0
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Louis Beyer,15,de GER,"CB,RB",20-284,90,0,0,0,2,0,0,0,2,2,0,0,0,6,4,2,66.7
2020-2021,Bundesliga,M'Gladbach,2021-02-27,Yann Sommer,1,ch SUI,GK,32-072,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2020-2021,Bundesliga,Union Berlin,2021-02-28,Max Kruse,10,de GER,FW,32-346,73,0,0,0,0,1,2,2,1,0,0,0,0,2,2,2,50.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Cedric Teuchert,36,de GER,FW,24-045,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Joel Pohjanpalo,9,fi FIN,FW,26-168,62,0,0,0,2,0,3,0,0,0,0,0,0,1,2,5,28.6
2020-2021,Bundesliga,Union Berlin,2021-02-28,Petar Musa,24,hr CRO,FW,22-361,28,0,0,0,0,1,2,0,0,1,0,0,0,1,3,2,60.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Marcus Ingvartsen,32,dk DEN,CM,25-055,90,0,0,0,0,3,0,1,3,0,0,0,0,7,4,1,80.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Grischa Prömel,21,de GER,CM,26-050,62,0,0,0,2,0,1,0,0,0,0,0,0,8,1,2,33.3
2020-2021,Bundesliga,Union Berlin,2021-02-28,Christian Gentner,34,de GER,CM,35-198,28,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,100.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Robert Andrich,30,de GER,DM,26-159,90,0,0,0,1,1,0,0,0,0,0,0,0,12,3,1,75.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Christopher Lenz,25,de GER,WB,26-159,45,0,0,0,1,0,0,1,1,1,0,0,0,8,1,0,100.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Marius Bülter,15,de GER,WB,27-336,45,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,33.3
2020-2021,Bundesliga,Union Berlin,2021-02-28,Christopher Trimmel,28,at AUT,WB,34-004,90,0,0,0,0,1,0,4,2,1,1,0,0,11,3,2,60.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Marvin Friedrich,5,de GER,CB,25-077,90,0,0,0,2,0,0,0,1,1,0,0,0,12,3,0,100.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Nico Schlotterbeck,4,de GER,CB,21-089,90,0,0,0,2,2,0,0,4,1,0,0,1,16,1,4,20.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Robin Knoche,31,de GER,CB,28-282,90,0,0,0,1,2,0,0,0,0,0,0,0,14,4,6,40.0
2020-2021,Bundesliga,Union Berlin,2021-02-28,Loris Karius,20,de GER,GK,27-251,90,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Andrej Kramarić,27,hr CRO,FW,29-254,89,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,0.0
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Moanes Dabour,10,il ISR,FW,28-290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Ihlas Bebou,9,tg TOG,FW,26-311,89,0,0,0,0,3,0,0,0,1,0,0,0,7,8,4,66.7
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Sargis Adamyan,23,am ARM,FW,27-281,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Christoph Baumgartner,14,at AUT,AM,21-211,90,0,0,0,4,2,1,1,0,0,0,0,0,7,4,6,40.0
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Diadie Samassékou,18,ml MLI,CM,25-048,90,0,0,0,1,0,0,0,3,0,0,0,0,16,1,6,14.3
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Sebastian Rudy,16,de GER,CM,31-000,90,0,0,0,4,0,0,4,1,1,0,0,0,10,0,1,0.0
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Marco John,30,de GER,WB,18-332,66,0,0,0,0,1,0,2,1,0,0,0,0,4,4,1,80.0
2020-2021,Bundesliga,Hoffenheim,2021-02-28,Ryan Sessegnon,17,eng ENG,WB,20-286,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.0
