Team_Home,Team_Away,USxg_Home,USxg_Away,Date,USProb_Home,USProb_Away,Season,League
Lille,Caen,0.613536,0.248162,2018-10-27,0.3909,0.1244,2018-2019,Ligue1
Monaco,Dijon,1.31423,0.476065,2018-10-27,0.6031,0.1152,2018-2019,Ligue1
Torino,Fiorentina,0.958579,1.19007,2018-10-27,0.2472,0.4404,2018-2019,SerieA
Atlético Madrid,Real Sociedad,1.41243,0.211158,2018-10-27,0.7264,0.0436,2018-2019,LaLiga
Getafe,Betis,2.5306,0.554027,2018-10-28,0.8724,0.0273,2018-2019,LaLiga
Sassuolo,Bologna,1.93718,1.50755,2018-10-28,0.4859,0.2406,2018-2019,SerieA
Nürnberg,Eint Frankfurt,0.949097,0.998569,2018-10-28,0.3048,0.3486,2018-2019,Bundesliga
Burnley,Chelsea,0.269828,3.01621,2018-10-28,0.0087,0.9366,2018-2019,EPL
Crystal Palace,Arsenal,2.38115,0.845197,2018-10-28,0.7997,0.0531,2018-2019,EPL
SPAL,Frosinone,0.725282,1.35734,2018-10-28,0.1727,0.5454,2018-2019,SerieA
Genoa,Udinese,1.77066,0.628239,2018-10-28,0.7026,0.0874,2018-2019,SerieA
Cagliari,Chievo,1.47705,1.18971,2018-10-28,0.4353,0.2886,2018-2019,SerieA
Rennes,Reims,0.512686,0.225626,2018-10-28,0.3451,0.1267,2018-2019,Ligue1
RB Leipzig,Schalke 04,0.760107,0.754245,2018-10-28,0.3091,0.3228,2018-2019,Bundesliga
Barcelona,Real Madrid,3.15939,2.11339,2018-10-28,0.6222,0.1813,2018-2019,LaLiga
Bordeaux,Nice,1.67819,1.16671,2018-10-28,0.4932,0.2413,2018-2019,Ligue1
Manchester Utd,Everton,2.51393,1.67348,2018-10-28,0.5995,0.1673,2018-2019,EPL
Werder Bremen,Leverkusen,1.49927,4.07211,2018-10-28,0.0478,0.8668,2018-2019,Bundesliga
Milan,Sampdoria,2.18318,0.550208,2018-10-28,0.8473,0.0282,2018-2019,SerieA
Alavés,Villarreal,1.97594,1.0916,2018-10-28,0.6045,0.1497,2018-2019,LaLiga
Napoli,Roma,2.03999,0.784661,2018-10-28,0.6953,0.1,2018-2019,SerieA
Sevilla,Huesca,1.88431,1.01306,2018-10-28,0.6109,0.1497,2018-2019,LaLiga
Marseille,Paris S-G,0.480784,1.47049,2018-10-28,0.0819,0.6853,2018-2019,Ligue1
Lazio,Inter,1.23598,1.61907,2018-10-29,0.2633,0.4672,2018-2019,SerieA
Tottenham,Manchester City,0.442436,1.93588,2018-10-29,0.0444,0.7873,2018-2019,EPL
Milan,Genoa,1.53546,0.383237,2018-10-31,0.6869,0.0782,2018-2019,SerieA
Napoli,Empoli,2.45171,0.76592,2018-11-02,0.7832,0.0692,2018-2019,SerieA
Stuttgart,Eint Frankfurt,1.02365,3.33128,2018-11-02,0.0393,0.8664,2018-2019,Bundesliga
Paris S-G,Lille,2.33789,0.926791,2018-11-02,0.75,0.0699,2018-2019,Ligue1
Leganés,Atlético Madrid,1.35197,0.406811,2018-11-03,0.7354,0.0484,2018-2019,LaLiga
Bournemouth,Manchester Utd,1.928,3.29249,2018-11-03,0.1416,0.6969,2018-2019,EPL
Inter,Genoa,3.36518,0.257795,2018-11-03,0.9704,0.0031,2018-2019,SerieA
Wolfsburg,Dortmund,0.44332,1.19435,2018-11-03,0.1121,0.6037,2018-2019,Bundesliga
Bayern Munich,Freiburg,1.8539,0.592458,2018-11-03,0.7149,0.0837,2018-2019,Bundesliga
Schalke 04,Hannover 96,2.95181,1.18456,2018-11-03,0.7955,0.0725,2018-2019,Bundesliga
Leverkusen,Hoffenheim,2.21447,1.93557,2018-11-03,0.4368,0.3187,2018-2019,Bundesliga
Augsburg,Nürnberg,2.61879,1.37885,2018-11-03,0.6858,0.1263,2018-2019,Bundesliga
Newcastle Utd,Watford,0.691575,2.5452,2018-11-03,0.0503,0.8215,2018-2019,EPL
Cardiff City,Leicester City,0.922262,2.18288,2018-11-03,0.0824,0.7361,2018-2019,EPL
West Ham,Burnley,2.55739,0.882514,2018-11-03,0.775,0.0736,2018-2019,EPL
Everton,Brighton,2.59305,0.676348,2018-11-03,0.8542,0.0293,2018-2019,EPL
Real Madrid,Valladolid,1.93382,1.1095,2018-11-03,0.5951,0.1643,2018-2019,LaLiga
Lyon,Bordeaux,0.287615,1.08818,2018-11-03,0.0867,0.601,2018-2019,Ligue1
Fiorentina,Roma,1.22535,1.98078,2018-11-03,0.1853,0.5602,2018-2019,SerieA
Hertha BSC,RB Leipzig,1.79233,3.76073,2018-11-03,0.0914,0.7796,2018-2019,Bundesliga
Valencia,Girona,2.25862,0.37733,2018-11-03,0.8675,0.023,2018-2019,LaLiga
Arsenal,Liverpool,1.62321,1.19558,2018-11-03,0.4906,0.2471,2018-2019,EPL
Dijon,Nîmes,1.27921,2.02604,2018-11-03,0.184,0.5745,2018-2019,Ligue1
Nice,Amiens,1.24182,0.702143,2018-11-03,0.5446,0.1458,2018-2019,Ligue1
Reims,Monaco,1.10683,1.02637,2018-11-03,0.3384,0.3247,2018-2019,Ligue1
Strasbourg,Toulouse,1.10891,1.10788,2018-11-03,0.3274,0.3615,2018-2019,Ligue1
Caen,Rennes,1.3999,2.61648,2018-11-03,0.1191,0.6817,2018-2019,Ligue1
Juventus,Cagliari,2.11317,0.726312,2018-11-03,0.7373,0.0799,2018-2019,SerieA
Wolves,Tottenham,2.40643,1.63123,2018-11-03,0.5801,0.1688,2018-2019,EPL
Rayo Vallecano,Barcelona,1.62632,1.95386,2018-11-03,0.278,0.4597,2018-2019,LaLiga
Eibar,Alavés,1.161,0.596162,2018-11-04,0.5012,0.1842,2018-2019,LaLiga
Lazio,SPAL,2.54151,0.920245,2018-11-04,0.7701,0.0686,2018-2019,SerieA
Sampdoria,Torino,2.19127,2.06704,2018-11-04,0.3846,0.3032,2018-2019,SerieA
Chievo,Sassuolo,0.53547,1.14513,2018-11-04,0.1496,0.5375,2018-2019,SerieA
Parma,Frosinone,0.584377,0.424829,2018-11-04,0.3459,0.2085,2018-2019,SerieA
Nantes,Guingamp,2.4544,0.16042,2018-11-04,0.9702,0.0019,2018-2019,Ligue1
M'Gladbach,Düsseldorf,3.16198,0.719516,2018-11-04,0.8961,0.0271,2018-2019,Bundesliga
Manchester City,Southampton,2.76272,1.81466,2018-11-04,0.604,0.1921,2018-2019,EPL
Villarreal,Levante,1.10744,0.761911,2018-11-04,0.4269,0.2488,2018-2019,LaLiga
Saint-Étienne,Angers,2.07401,1.65241,2018-11-04,0.4696,0.2657,2018-2019,Ligue1
Chelsea,Crystal Palace,1.88741,0.454547,2018-11-04,0.7673,0.0602,2018-2019,EPL
Mainz 05,Werder Bremen,1.54801,1.25758,2018-11-04,0.431,0.2638,2018-2019,Bundesliga
Bologna,Atalanta,1.82444,1.85595,2018-11-04,0.3698,0.3683,2018-2019,SerieA
Real Sociedad,Sevilla,0.74078,0.413773,2018-11-04,0.4132,0.1759,2018-2019,LaLiga
Huesca,Getafe,1.31412,0.470822,2018-11-04,0.5919,0.1228,2018-2019,LaLiga
Udinese,Milan,0.441246,0.787543,2018-11-04,0.1896,0.4037,2018-2019,SerieA
Betis,Celta Vigo,1.86082,2.25389,2018-11-04,0.2892,0.4625,2018-2019,LaLiga
Montpellier,Marseille,1.20106,1.31501,2018-11-04,0.3159,0.3993,2018-2019,Ligue1
Espanyol,Athletic Club,1.46389,0.782205,2018-11-05,0.5505,0.1715,2018-2019,LaLiga
Huddersfield,Fulham,0.51433,0.354166,2018-11-05,0.3159,0.1938,2018-2019,EPL
Frosinone,Fiorentina,0.687012,2.17002,2018-11-09,0.0699,0.7527,2018-2019,SerieA
Hannover 96,Wolfsburg,2.08751,2.99196,2018-11-09,0.1954,0.5903,2018-2019,Bundesliga
Lille,Strasbourg,1.30563,0.137134,2018-11-09,0.6989,0.0339,2018-2019,Ligue1
Levante,Real Sociedad,1.06813,1.43351,2018-11-09,0.2476,0.4686,2018-2019,LaLiga
Valladolid,Eibar,0.407826,1.21893,2018-11-10,0.111,0.5992,2018-2019,LaLiga
Cardiff City,Brighton,1.94297,0.767044,2018-11-10,0.7218,0.077,2018-2019,EPL
Torino,Parma,2.33892,1.60323,2018-11-10,0.567,0.1954,2018-2019,SerieA
Freiburg,Mainz 05,1.86463,0.770571,2018-11-10,0.6654,0.1239,2018-2019,Bundesliga
Hoffenheim,Augsburg,1.82862,1.14191,2018-11-10,0.5452,0.2092,2018-2019,Bundesliga
Nürnberg,Stuttgart,0.434841,1.54977,2018-11-10,0.0765,0.7078,2018-2019,Bundesliga
Düsseldorf,Hertha BSC,2.89841,0.960102,2018-11-10,0.823,0.0527,2018-2019,Bundesliga
Werder Bremen,M'Gladbach,1.50955,2.73709,2018-11-10,0.1565,0.6727,2018-2019,Bundesliga
Southampton,Watford,1.20211,1.07573,2018-11-10,0.387,0.3133,2018-2019,EPL
Newcastle Utd,Bournemouth,2.57545,1.91687,2018-11-10,0.5428,0.225,2018-2019,EPL
Leicester City,Burnley,1.5091,0.368393,2018-11-10,0.691,0.0781,2018-2019,EPL
Huddersfield,West Ham,1.17524,1.44113,2018-11-10,0.2674,0.4325,2018-2019,EPL
Getafe,Valencia,1.61368,2.19428,2018-11-10,0.2265,0.5233,2018-2019,LaLiga
Guingamp,Lyon,1.29165,1.50726,2018-11-10,0.2906,0.401,2018-2019,Ligue1
SPAL,Cagliari,1.91899,1.00551,2018-11-10,0.6202,0.1542,2018-2019,SerieA
Atlético Madrid,Athletic Club,1.10416,2.04637,2018-11-10,0.0825,0.6764,2018-2019,LaLiga
Crystal Palace,Tottenham,0.688016,1.55381,2018-11-10,0.1216,0.6234,2018-2019,EPL
Dortmund,Bayern Munich,2.56191,1.84247,2018-11-10,0.5612,0.196,2018-2019,Bundesliga
Toulouse,Amiens,1.46625,0.703611,2018-11-10,0.5601,0.167,2018-2019,Ligue1
Saint-Étienne,Reims,1.30361,0.7083,2018-11-10,0.5368,0.1896,2018-2019,Ligue1
Angers,Montpellier,1.16521,0.268513,2018-11-10,0.6495,0.0694,2018-2019,Ligue1
Nîmes,Nice,1.00634,1.11076,2018-11-10,0.3215,0.3452,2018-2019,Ligue1
Genoa,Napoli,0.876348,1.78935,2018-11-10,0.1583,0.6107,2018-2019,SerieA
Girona,Leganés,0.49139,1.39653,2018-11-10,0.0968,0.6361,2018-2019,LaLiga
Alavés,Huesca,1.44304,0.980901,2018-11-11,0.4702,0.2235,2018-2019,LaLiga
Atalanta,Inter,4.13272,1.32091,2018-11-11,0.9178,0.0186,2018-2019,SerieA
Liverpool,Fulham,2.22417,0.571301,2018-11-11,0.7944,0.0542,2018-2019,EPL
Chievo,Bologna,2.24645,1.84423,2018-11-11,0.4755,0.2674,2018-2019,SerieA
Empoli,Udinese,1.54705,3.75447,2018-11-11,0.0659,0.8281,2018-2019,SerieA
Roma,Sampdoria,3.04114,0.632158,2018-11-11,0.9383,0.0118,2018-2019,SerieA
Bordeaux,Caen,1.50911,0.302412,2018-11-11,0.7336,0.0565,2018-2019,Ligue1
Chelsea,Everton,1.16298,0.198027,2018-11-11,0.6687,0.053,2018-2019,EPL
RB Leipzig,Leverkusen,2.55127,0.443215,2018-11-11,0.8819,0.0248,2018-2019,Bundesliga
Barcelona,Betis,4.11761,2.64063,2018-11-11,0.6986,0.1405,2018-2019,LaLiga
Marseille,Dijon,2.89061,0.304655,2018-11-11,0.9646,0.0041,2018-2019,Ligue1
Rennes,Nantes,1.88164,0.184793,2018-11-11,0.9066,0.0097,2018-2019,Ligue1
Manchester City,Manchester Utd,2.02764,0.97089,2018-11-11,0.6656,0.0993,2018-2019,EPL
Arsenal,Wolves,0.965843,1.86549,2018-11-11,0.1382,0.6246,2018-2019,EPL
Sassuolo,Lazio,0.542118,1.48988,2018-11-11,0.0719,0.6865,2018-2019,SerieA
Eint Frankfurt,Schalke 04,2.51248,0.609591,2018-11-11,0.8677,0.0249,2018-2019,Bundesliga
Rayo Vallecano,Villarreal,2.35537,0.861644,2018-11-11,0.7884,0.064,2018-2019,LaLiga
Sevilla,Espanyol,3.95375,0.686451,2018-11-11,0.9507,0.0118,2018-2019,LaLiga
Milan,Juventus,0.821584,1.53465,2018-11-11,0.1355,0.5438,2018-2019,SerieA
Celta Vigo,Real Madrid,0.698688,2.7089,2018-11-11,0.0367,0.857,2018-2019,LaLiga
Monaco,Paris S-G,1.15132,3.96363,2018-11-11,0.0165,0.9346,2018-2019,Ligue1
Leverkusen,Stuttgart,2.62916,0.393762,2018-11-23,0.889,0.0237,2018-2019,Bundesliga
Lyon,Saint-Étienne,0.649858,1.31216,2018-11-23,0.1625,0.5547,2018-2019,Ligue1
Leganés,Alavés,0.92467,0.394518,2018-11-23,0.4989,0.1409,2018-2019,LaLiga
Eibar,Real Madrid,3.98937,1.10765,2018-11-24,0.963,0.0053,2018-2019,LaLiga
Udinese,Roma,1.36766,1.25017,2018-11-24,0.4004,0.3222,2018-2019,SerieA
Bayern Munich,Düsseldorf,2.81107,1.36755,2018-11-24,0.7187,0.1128,2018-2019,Bundesliga
Hertha BSC,Hoffenheim,2.69304,1.68148,2018-11-24,0.618,0.1852,2018-2019,Bundesliga
Augsburg,Eint Frankfurt,2.01274,3.21577,2018-11-24,0.1745,0.6494,2018-2019,Bundesliga
Wolfsburg,RB Leipzig,1.54495,0.647326,2018-11-24,0.6638,0.0976,2018-2019,Bundesliga
Mainz 05,Dortmund,1.05805,1.08217,2018-11-24,0.318,0.3438,2018-2019,Bundesliga
West Ham,Manchester City,0.829504,2.95852,2018-11-24,0.016,0.9095,2018-2019,EPL
Fulham,Southampton,1.3875,1.67163,2018-11-24,0.2909,0.437,2018-2019,EPL
Watford,Liverpool,0.673382,1.45314,2018-11-24,0.116,0.6049,2018-2019,EPL
Manchester Utd,Crystal Palace,1.34245,1.05292,2018-11-24,0.4361,0.2746,2018-2019,EPL
Brighton,Leicester City,0.862315,1.12521,2018-11-24,0.2362,0.4381,2018-2019,EPL
Everton,Cardiff City,2.48066,0.879108,2018-11-24,0.7864,0.0578,2018-2019,EPL
Valencia,Rayo Vallecano,2.14664,0.813582,2018-11-24,0.7591,0.0662,2018-2019,LaLiga
Paris S-G,Toulouse,1.71842,0.557678,2018-11-24,0.7063,0.0853,2018-2019,Ligue1
Juventus,SPAL,1.82422,0.330703,2018-11-24,0.8024,0.0416,2018-2019,SerieA
Huesca,Levante,2.96039,0.564721,2018-11-24,0.9012,0.0201,2018-2019,LaLiga
Schalke 04,Nürnberg,2.77116,2.29783,2018-11-24,0.4789,0.2733,2018-2019,Bundesliga
Tottenham,Chelsea,3.34649,0.962804,2018-11-24,0.867,0.0417,2018-2019,EPL
Dijon,Bordeaux,0.836819,0.356882,2018-11-24,0.4917,0.1363,2018-2019,Ligue1
Caen,Monaco,0.789079,0.845589,2018-11-24,0.2986,0.3426,2018-2019,Ligue1
Nantes,Angers,1.63216,1.01835,2018-11-24,0.5258,0.2185,2018-2019,Ligue1
Strasbourg,Nîmes,0.726506,1.10329,2018-11-24,0.2269,0.4435,2018-2019,Ligue1
Reims,Guingamp,1.07478,1.26231,2018-11-24,0.262,0.4123,2018-2019,Ligue1
Inter,Frosinone,2.90785,0.196243,2018-11-24,0.9461,0.0077,2018-2019,SerieA
Atlético Madrid,Barcelona,0.432553,0.564664,2018-11-24,0.229,0.3162,2018-2019,LaLiga
Athletic Club,Getafe,0.75771,1.8113,2018-11-25,0.1113,0.6531,2018-2019,LaLiga
Parma,Sassuolo,2.2135,1.51949,2018-11-25,0.5679,0.1537,2018-2019,SerieA
Bournemouth,Arsenal,0.650884,1.71044,2018-11-25,0.1067,0.6726,2018-2019,EPL
Napoli,Chievo,1.30715,0.340731,2018-11-25,0.6445,0.0845,2018-2019,SerieA
Bologna,Fiorentina,0.327249,1.62497,2018-11-25,0.056,0.7413,2018-2019,SerieA
Empoli,Atalanta,2.43156,2.02122,2018-11-25,0.4796,0.286,2018-2019,SerieA
Montpellier,Rennes,2.46441,1.48787,2018-11-25,0.6384,0.1476,2018-2019,Ligue1
Freiburg,Werder Bremen,2.98264,2.13569,2018-11-25,0.5771,0.2256,2018-2019,Bundesliga
Sevilla,Valladolid,1.40358,0.53321,2018-11-25,0.6252,0.1203,2018-2019,LaLiga
Nice,Lille,0.888644,0.297641,2018-11-25,0.5161,0.1147,2018-2019,Ligue1
Wolves,Huddersfield,0.701036,0.627281,2018-11-25,0.3227,0.2881,2018-2019,EPL
Lazio,Milan,0.997397,0.406628,2018-11-25,0.4981,0.1474,2018-2019,SerieA
M'Gladbach,Hannover 96,1.70943,0.459166,2018-11-25,0.7007,0.0797,2018-2019,Bundesliga
Espanyol,Girona,2.63865,2.56699,2018-11-25,0.3935,0.3669,2018-2019,LaLiga
Genoa,Sampdoria,1.99511,0.654114,2018-11-25,0.7427,0.0618,2018-2019,SerieA
Villarreal,Betis,1.20925,0.991351,2018-11-25,0.4122,0.2857,2018-2019,LaLiga
Amiens,Marseille,0.994152,1.84765,2018-11-25,0.1342,0.5888,2018-2019,Ligue1
Cagliari,Torino,0.159979,0.85532,2018-11-26,0.0669,0.5315,2018-2019,SerieA
Burnley,Newcastle Utd,1.49487,1.67701,2018-11-26,0.2938,0.41,2018-2019,EPL
Real Sociedad,Celta Vigo,2.07409,0.545872,2018-11-26,0.776,0.0576,2018-2019,LaLiga
Düsseldorf,Mainz 05,1.10941,1.02576,2018-11-30,0.3691,0.3245,2018-2019,Bundesliga
Saint-Étienne,Nantes,2.78933,0.382165,2018-11-30,0.9113,0.0152,2018-2019,Ligue1
Cardiff City,Wolves,1.09264,0.987623,2018-11-30,0.3693,0.2976,2018-2019,EPL
Rayo Vallecano,Eibar,0.815372,0.951549,2018-11-30,0.2838,0.3469,2018-2019,LaLiga
Celta Vigo,Huesca,2.39172,1.24346,2018-12-01,0.6927,0.0893,2018-2019,LaLiga
SPAL,Empoli,0.71811,2.2475,2018-12-01,0.0613,0.7783,2018-2019,SerieA
Werder Bremen,Bayern Munich,0.637321,3.29433,2018-12-01,0.018,0.9231,2018-2019,Bundesliga
Dortmund,Freiburg,2.69109,0.143781,2018-12-01,0.9617,0.0025,2018-2019,Bundesliga
Stuttgart,Augsburg,0.710341,1.64707,2018-12-01,0.1346,0.6259,2018-2019,Bundesliga
Hannover 96,Hertha BSC,0.54136,2.10742,2018-12-01,0.055,0.7963,2018-2019,Bundesliga
Newcastle Utd,West Ham,1.12583,2.62697,2018-12-01,0.0892,0.7597,2018-2019,EPL
Manchester City,Bournemouth,2.83557,0.715009,2018-12-01,0.8811,0.0243,2018-2019,EPL
Crystal Palace,Burnley,2.03785,0.302477,2018-12-01,0.7991,0.0365,2018-2019,EPL
Huddersfield,Brighton,0.558083,1.67998,2018-12-01,0.0821,0.7,2018-2019,EPL
Leicester City,Watford,1.41758,1.19923,2018-12-01,0.4217,0.2662,2018-2019,EPL
Valladolid,Leganés,1.85147,1.6677,2018-12-01,0.4018,0.3078,2018-2019,LaLiga
Lille,Lyon,0.998116,2.54317,2018-12-01,0.0836,0.7518,2018-2019,Ligue1
Fiorentina,Juventus,1.15902,1.73912,2018-12-01,0.1995,0.5185,2018-2019,SerieA
Getafe,Espanyol,1.33323,0.97845,2018-12-01,0.4496,0.2528,2018-2019,LaLiga
Southampton,Manchester Utd,0.623954,0.904803,2018-12-01,0.2378,0.415,2018-2019,EPL
Hoffenheim,Schalke 04,2.35914,2.15866,2018-12-01,0.4245,0.3258,2018-2019,Bundesliga
Angers,Caen,1.84283,0.806956,2018-12-01,0.6642,0.1094,2018-2019,Ligue1
Monaco,Montpellier,0.730635,1.38205,2018-12-01,0.1632,0.5568,2018-2019,Ligue1
Nîmes,Amiens,2.01592,0.737512,2018-12-01,0.7117,0.0966,2018-2019,Ligue1
Guingamp,Nice,1.0441,0.616059,2018-12-01,0.4811,0.1852,2018-2019,Ligue1
Sampdoria,Bologna,1.6716,0.988383,2018-12-01,0.5558,0.171,2018-2019,SerieA
Real Madrid,Valencia,0.966947,0.974267,2018-12-01,0.3144,0.3544,2018-2019,LaLiga
Betis,Real Sociedad,1.31385,1.39194,2018-12-02,0.3326,0.3604,2018-2019,LaLiga
Milan,Parma,1.35263,1.25109,2018-12-02,0.3761,0.3089,2018-2019,SerieA
Chelsea,Fulham,2.17105,0.285256,2018-12-02,0.8578,0.0266,2018-2019,EPL
Sassuolo,Udinese,1.83072,0.143306,2018-12-02,0.846,0.017,2018-2019,SerieA
Torino,Genoa,2.38859,1.63876,2018-12-02,0.5491,0.1781,2018-2019,SerieA
Frosinone,Cagliari,1.68906,1.8301,2018-12-02,0.3267,0.4129,2018-2019,SerieA
Toulouse,Dijon,0.794616,2.01627,2018-12-02,0.0973,0.7111,2018-2019,Ligue1
Arsenal,Tottenham,2.71421,1.0926,2018-12-02,0.7844,0.0579,2018-2019,EPL
RB Leipzig,M'Gladbach,2.39576,0.628352,2018-12-02,0.8158,0.0521,2018-2019,Bundesliga
Girona,Atlético Madrid,1.20781,1.60399,2018-12-02,0.2374,0.4626,2018-2019,LaLiga
Marseille,Reims,0.682463,0.510439,2018-12-02,0.3498,0.2359,2018-2019,Ligue1
Rennes,Strasbourg,0.579518,3.47771,2018-12-02,0.0102,0.9518,2018-2019,Ligue1
Liverpool,Everton,3.07574,1.23014,2018-12-02,0.8327,0.0441,2018-2019,EPL
Eint Frankfurt,Wolfsburg,1.53625,1.72581,2018-12-02,0.3234,0.4101,2018-2019,Bundesliga
Chievo,Lazio,1.10117,1.02864,2018-12-02,0.3833,0.2976,2018-2019,SerieA
Barcelona,Villarreal,0.99822,0.941415,2018-12-02,0.3484,0.3232,2018-2019,LaLiga
Roma,Inter,1.71663,2.20984,2018-12-02,0.2595,0.4874,2018-2019,SerieA
Alavés,Sevilla,1.0211,1.64539,2018-12-02,0.194,0.529,2018-2019,LaLiga
Bordeaux,Paris S-G,0.645329,1.54367,2018-12-02,0.1287,0.6296,2018-2019,Ligue1
Atalanta,Napoli,1.15743,1.78405,2018-12-03,0.2066,0.5307,2018-2019,SerieA
Nürnberg,Leverkusen,0.675448,1.39302,2018-12-03,0.1638,0.5634,2018-2019,Bundesliga
Levante,Athletic Club,2.15414,0.950526,2018-12-03,0.6986,0.1078,2018-2019,LaLiga
Nice,Angers,2.32239,0.25499,2018-12-04,0.9104,0.0143,2018-2019,Ligue1
Amiens,Monaco,0.710707,1.77175,2018-12-04,0.0806,0.7133,2018-2019,Ligue1
Brighton,Crystal Palace,1.2521,1.5329,2018-12-04,0.2553,0.4156,2018-2019,EPL
West Ham,Cardiff City,1.57488,1.93448,2018-12-04,0.25,0.489,2018-2019,EPL
Bournemouth,Huddersfield,1.07393,1.5631,2018-12-04,0.2537,0.479,2018-2019,EPL
Montpellier,Lille,0.82747,2.01852,2018-12-04,0.091,0.7265,2018-2019,Ligue1
Watford,Manchester City,1.672,2.51933,2018-12-04,0.1896,0.5846,2018-2019,EPL
Reims,Toulouse,1.55092,1.2521,2018-12-05,0.4069,0.2773,2018-2019,Ligue1
Lyon,Rennes,1.40536,1.54472,2018-12-05,0.31,0.3956,2018-2019,Ligue1
Bordeaux,Saint-Étienne,2.49424,1.93225,2018-12-05,0.5122,0.2083,2018-2019,Ligue1
Nantes,Marseille,1.47772,1.09463,2018-12-05,0.4382,0.2098,2018-2019,Ligue1
Caen,Nîmes,0.783167,2.56928,2018-12-05,0.0618,0.8001,2018-2019,Ligue1
Dijon,Guingamp,0.258741,0.901172,2018-12-05,0.1008,0.5184,2018-2019,Ligue1
Everton,Newcastle Utd,2.10943,1.52214,2018-12-05,0.5162,0.2229,2018-2019,EPL
Fulham,Leicester City,1.47593,1.21575,2018-12-05,0.426,0.2986,2018-2019,EPL
Burnley,Liverpool,1.05809,2.73897,2018-12-05,0.0244,0.8443,2018-2019,EPL
Wolves,Chelsea,0.682893,1.10702,2018-12-05,0.2113,0.4529,2018-2019,EPL
Strasbourg,Paris S-G,0.98684,2.3422,2018-12-05,0.0722,0.7258,2018-2019,Ligue1
Tottenham,Southampton,1.73642,1.82434,2018-12-05,0.3475,0.3864,2018-2019,EPL
Manchester Utd,Arsenal,1.33679,1.73226,2018-12-05,0.2426,0.4666,2018-2019,EPL
Werder Bremen,Düsseldorf,2.83748,1.37827,2018-12-07,0.7538,0.075,2018-2019,Bundesliga
Juventus,Inter,1.48282,1.04485,2018-12-07,0.4846,0.2239,2018-2019,SerieA
Leganés,Getafe,1.49188,1.10842,2018-12-07,0.4521,0.2612,2018-2019,LaLiga
Atlético Madrid,Alavés,2.64303,1.36734,2018-12-08,0.6924,0.117,2018-2019,LaLiga
Bournemouth,Liverpool,0.279142,1.80619,2018-12-08,0.016,0.8759,2018-2019,EPL
Napoli,Frosinone,2.43939,0.26732,2018-12-08,0.9129,0.0131,2018-2019,SerieA
Bayern Munich,Nürnberg,2.8246,0.191129,2018-12-08,0.9521,0.0062,2018-2019,Bundesliga
Freiburg,RB Leipzig,2.0335,1.23018,2018-12-08,0.6008,0.1726,2018-2019,Bundesliga
Wolfsburg,Hoffenheim,0.515385,2.10256,2018-12-08,0.0334,0.835,2018-2019,Bundesliga
Schalke 04,Dortmund,1.44761,0.898668,2018-12-08,0.5475,0.1639,2018-2019,Bundesliga
Leverkusen,Augsburg,1.53502,0.768373,2018-12-08,0.5751,0.168,2018-2019,Bundesliga
Cardiff City,Southampton,1.55832,0.501128,2018-12-08,0.6637,0.1053,2018-2019,EPL
Arsenal,Huddersfield,2.02156,0.308361,2018-12-08,0.8359,0.0323,2018-2019,EPL
Burnley,Brighton,1.81251,0.951507,2018-12-08,0.6084,0.152,2018-2019,EPL
Manchester Utd,Fulham,3.15444,1.23251,2018-12-08,0.8132,0.0571,2018-2019,EPL
West Ham,Crystal Palace,1.53635,0.934613,2018-12-08,0.5337,0.1846,2018-2019,EPL
Valencia,Sevilla,1.44342,1.64731,2018-12-08,0.2924,0.4165,2018-2019,LaLiga
Cagliari,Roma,1.49265,1.77887,2018-12-08,0.296,0.4429,2018-2019,SerieA
Villarreal,Celta Vigo,1.74178,2.48201,2018-12-08,0.2235,0.5506,2018-2019,LaLiga
Chelsea,Manchester City,0.526329,0.740048,2018-12-08,0.2289,0.3674,2018-2019,EPL
Hertha BSC,Eint Frankfurt,0.243455,1.12526,2018-12-08,0.0724,0.6069,2018-2019,Bundesliga
Rennes,Dijon,2.99488,0.494817,2018-12-08,0.9174,0.0168,2018-2019,Ligue1
Guingamp,Amiens,1.12624,1.57965,2018-12-08,0.2245,0.5092,2018-2019,Ligue1
Lazio,Sampdoria,4.20087,0.935028,2018-12-08,0.9468,0.0099,2018-2019,SerieA
Espanyol,Barcelona,0.812936,3.16793,2018-12-08,0.0242,0.8941,2018-2019,LaLiga
Leicester City,Tottenham,0.357742,0.917968,2018-12-08,0.101,0.5602,2018-2019,EPL
Eibar,Levante,4.25053,2.17449,2018-12-09,0.7873,0.0941,2018-2019,LaLiga
Sassuolo,Fiorentina,1.09546,2.20116,2018-12-09,0.129,0.6627,2018-2019,SerieA
Strasbourg,Caen,1.20496,0.272896,2018-12-09,0.6395,0.0739,2018-2019,Ligue1
Parma,Chievo,1.57211,1.48362,2018-12-09,0.3712,0.3457,2018-2019,SerieA
Udinese,Atalanta,0.901408,2.26187,2018-12-09,0.0741,0.7332,2018-2019,SerieA
Empoli,Bologna,2.37132,2.08455,2018-12-09,0.454,0.2918,2018-2019,SerieA
Mainz 05,Hannover 96,3.27966,2.23642,2018-12-09,0.6241,0.1837,2018-2019,Bundesliga
Huesca,Real Madrid,1.04156,0.460413,2018-12-09,0.5318,0.128,2018-2019,LaLiga
Lille,Reims,1.68774,1.18633,2018-12-09,0.5116,0.1889,2018-2019,Ligue1
